SnapshotDate,StockCode,OnHandQty,Warehouse,LastCountDate,WarehouseClean,IsNegativeStock,IsMissingQty
2010-12-01,90082D,21.0,WH-London,,WH-London,False,False
2010-12-01,21195,-4.0,Warehouse North,2010-12-01,WH-North,True,False
2010-12-01,17109D,27.0,WH-London,,WH-London,False,False
2010-12-01,85186C,23.0,WH-London,2010-11-28,WH-London,False,False
2010-12-01,72802C,60.0,WH-London ,2010-11-28,WH-London,False,False
2010-12-01,23135,61.0,Main,2010-11-23,WH-London,False,False
2010-12-01,90197B,59.0,WH-North,2010-11-30,WH-North,False,False
2010-12-01,84805B,8.0,WH-London ,2010-11-24,WH-London,False,False
2010-12-01,20996,16.0,WH-London,2010-12-01,WH-London,False,False
2010-12-01,85135A,31.0,Main,2010-11-27,WH-London,False,False
2010-12-01,90177A,50.0,Main,2010-11-20,WH-London,False,False
2010-12-01,23272,39.0,WH-London ,2010-11-22,WH-London,False,False
2010-12-01,23692,59.0,WH_London,,WH-London,False,False
2010-12-01,46000P,79.0,Main,2010-12-01,WH-London,False,False
2010-12-01,22715,20.0,WH-London ,,WH-London,False,False
2010-12-01,21745,-21.0,Warehouse North,2010-11-17,WH-North,True,False
2010-12-01,20677,54.0,WH-London,2010-11-25,WH-London,False,False
2010-12-01,84804A,47.0,WH_London,2010-11-28,WH-London,False,False
2010-12-01,22965,72.0,WH_London,2010-11-21,WH-London,False,False
2010-12-01,85230F,50.0,Main,2010-12-01,WH-London,False,False
2010-12-01,23093,102.0,WH-London,,WH-London,False,False
2010-12-01,21630,2.0,WH_London,2010-11-17,WH-London,False,False
2010-12-01,16218,75.0,Warehouse North,2010-11-20,WH-North,False,False
2010-12-01,37424,55.0,Main,2010-12-01,WH-London,False,False
2010-12-01,21504,7.0,,2010-11-17,UNKNOWN,False,False
2010-12-01,35965,-12.0,WH-London,2010-11-29,WH-London,True,False
2010-12-01,90201C,16.0,,2010-11-21,UNKNOWN,False,False
2010-12-01,21802,86.0,Warehouse North,2010-11-17,WH-North,False,False
2010-12-01,85231G,82.0,Warehouse North,2010-12-01,WH-North,False,False
2010-12-01,23068,-46.0,,2010-11-29,UNKNOWN,True,False
2010-12-01,22671,39.0,Warehouse North,2010-11-30,WH-North,False,False
2010-12-01,22928,-24.0,WH-London ,2010-11-18,WH-London,True,False
2010-12-01,23204,44.0,Warehouse North,2010-11-27,WH-North,False,False
2010-12-01,22904,35.0,Main,,WH-London,False,False
2010-12-01,90195B,101.0,,2010-11-19,UNKNOWN,False,False
2010-12-01,85026B,12.0,WH-North,2010-11-17,WH-North,False,False
2010-12-01,23611,61.0,Main,2010-11-17,WH-London,False,False
2010-12-01,21662,102.0,WH_London,2010-11-25,WH-London,False,False
2010-12-01,22114,73.0,Main,2010-11-29,WH-London,False,False
2010-12-01,85136C,16.0,Main,,WH-London,False,False
2010-12-01,23619,3.0,Warehouse North,2010-11-18,WH-North,False,False
2010-12-01,22272,58.0,WH-London,2010-11-25,WH-London,False,False
2010-12-01,21336,54.0,Main,2010-11-21,WH-London,False,False
2010-12-01,21865,86.0,Main,2010-12-01,WH-London,False,False
2010-12-01,21989,66.0,WH-London ,2010-11-27,WH-London,False,False
2010-12-01,72800F,-35.0,WH_London,2010-11-26,WH-London,True,False
2010-12-01,23334,33.0,WH-London,2010-11-22,WH-London,False,False
2010-12-01,37467,,Warehouse North,,WH-North,False,True
2010-12-01,90052,53.0,,2010-11-20,UNKNOWN,False,False
2010-12-01,23090,7.0,WH-London,2010-11-17,WH-London,False,False
2010-12-01,21159,77.0,Main,2010-11-17,WH-London,False,False
2010-12-03,81952B,67.0,Warehouse North,2010-11-22,WH-North,False,False
2010-12-03,22415,66.0,WH-North,2010-12-01,WH-North,False,False
2010-12-03,21222,10.0,WH_London,2010-11-20,WH-London,False,False
2010-12-03,22230,45.0,WH-North,2010-11-30,WH-North,False,False
2010-12-03,22908,38.0,WH_London,2010-11-28,WH-London,False,False
2010-12-03,23189,53.0,WH-London ,2010-11-27,WH-London,False,False
2010-12-03,15036,65.0,WH-London,2010-11-28,WH-London,False,False
2010-12-03,16048,34.0,WH-London ,2010-11-27,WH-London,False,False
2010-12-03,35965,35.0,,,UNKNOWN,False,False
2010-12-03,21504,70.0,Warehouse North,,WH-North,False,False
2010-12-03,22185,16.0,Main,2010-11-20,WH-London,False,False
2010-12-03,21802,27.0,WH-North,2010-11-19,WH-North,False,False
2010-12-03,90026D,50.0,Warehouse North,2010-11-27,WH-North,False,False
2010-12-03,78124,76.0,Warehouse North,2010-11-20,WH-North,False,False
2010-12-03,46000P,20.0,WH-North,2010-11-19,WH-North,False,False
2010-12-03,23483,103.0,WH-London,,WH-London,False,False
2010-12-03,79071B,9.0,WH-London ,,WH-London,False,False
2010-12-03,85026B,96.0,WH_London,2010-11-19,WH-London,False,False
2010-12-03,DCGSSBOY,85.0,Main,2010-11-20,WH-London,False,False
2010-12-03,23090,,WH-North,,WH-North,False,True
2010-12-03,22099,1.0,WH-London,2010-11-23,WH-London,False,False
2010-12-03,84856S,,WH-London ,2010-12-03,WH-London,False,True
2010-12-03,21428,38.0,Warehouse North,2010-11-24,WH-North,False,False
2010-12-03,22904,19.0,WH_London,2010-12-01,WH-London,False,False
2010-12-03,23140,104.0,,2010-11-20,UNKNOWN,False,False
2010-12-03,21336,14.0,WH-North,,WH-North,False,False
2010-12-03,10133,28.0,Warehouse North,2010-11-22,WH-North,False,False
2010-12-03,90214C,31.0,Main,2010-12-02,WH-London,False,False
2010-12-03,90152A,-33.0,,2010-12-02,UNKNOWN,True,False
2010-12-03,21281,52.0,WH-London,2010-11-27,WH-London,False,False
2010-12-03,37467,22.0,,2010-11-20,UNKNOWN,False,False
2010-12-03,72800F,74.0,Warehouse North,2010-11-23,WH-North,False,False
2010-12-03,84675,78.0,WH-London ,2010-11-22,WH-London,False,False
2010-12-03,85119,56.0,WH-North,2010-11-25,WH-North,False,False
2010-12-03,22483,57.0,Main,2010-11-29,WH-London,False,False
2010-12-03,82616C,54.0,WH-London,2010-11-26,WH-London,False,False
2010-12-03,82613C,28.0,WH-North,2010-11-28,WH-North,False,False
2010-12-03,23010,-31.0,WH-London ,2010-11-28,WH-London,True,False
2010-12-03,20702,89.0,WH-North,2010-11-29,WH-North,False,False
2010-12-03,23518,72.0,WH-London ,,WH-London,False,False
2010-12-03,23547,56.0,Main,2010-11-26,WH-London,False,False
2010-12-03,21009,68.0,Main,,WH-London,False,False
2010-12-03,21348,48.0,WH-London ,2010-11-24,WH-London,False,False
2010-12-03,22960,55.0,WH_London,2010-11-22,WH-London,False,False
2010-12-03,90067B,67.0,Warehouse North,2010-11-29,WH-North,False,False
2010-12-03,15044B,-12.0,WH_London,2010-11-25,WH-London,True,False
2010-12-03,79163,77.0,WH-London ,2010-11-26,WH-London,False,False
2010-12-03,85107,75.0,Main,2010-11-29,WH-London,False,False
2010-12-03,84660C,26.0,WH_London,2010-12-01,WH-London,False,False
2010-12-03,20966,87.0,WH-London ,2010-12-03,WH-London,False,False
2010-12-03,22965,-16.0,WH-London ,2010-11-21,WH-London,True,False
2010-12-03,22248,60.0,WH-North,2010-11-26,WH-North,False,False
2010-12-03,84715,51.0,WH-London,2010-11-20,WH-London,False,False
2010-12-03,84638,40.0,Warehouse North,2010-11-24,WH-North,False,False
2010-12-03,21662,50.0,WH-London ,2010-11-29,WH-London,False,False
2010-12-03,82616B,67.0,WH-North,2010-11-24,WH-North,False,False
2010-12-03,21368,-4.0,Main,2010-11-26,WH-London,True,False
2010-12-03,22030,80.0,WH-North,2010-11-29,WH-North,False,False
2010-12-03,84872A,37.0,,,UNKNOWN,False,False
2010-12-03,22882,80.0,WH_London,2010-12-01,WH-London,False,False
2010-12-03,90143,69.0,WH-London ,,WH-London,False,False
2010-12-03,22087,37.0,WH_London,,WH-London,False,False
2010-12-03,85186C,47.0,Main,2010-11-23,WH-London,False,False
2010-12-03,47591D,49.0,Main,2010-11-23,WH-London,False,False
2010-12-03,22575,98.0,WH-London,2010-11-23,WH-London,False,False
2010-12-03,22098,15.0,WH-London ,,WH-London,False,False
2010-12-03,23471,36.0,,2010-11-19,UNKNOWN,False,False
2010-12-03,22923,2.0,,2010-11-27,UNKNOWN,False,False
2010-12-03,21356,53.0,Warehouse North,2010-11-24,WH-North,False,False
2010-12-03,37471,-31.0,WH_London,2010-12-03,WH-London,True,False
2010-12-03,20803,34.0,Main,2010-11-24,WH-London,False,False
2010-12-03,21630,94.0,,2010-11-24,UNKNOWN,False,False
2010-12-03,85135A,-25.0,Warehouse North,2010-11-26,WH-North,True,False
2010-12-03,85231G,45.0,WH-North,2010-11-20,WH-North,False,False
2010-12-03,22216,36.0,WH_London,2010-11-28,WH-London,False,False
2010-12-03,22210,38.0,WH_London,2010-11-26,WH-London,False,False
2010-12-03,23692,133.0,Main,2010-12-03,WH-London,False,False
2010-12-03,84804A,-2.0,WH_London,2010-11-21,WH-London,True,False
2010-12-03,17109D,69.0,WH-London,2010-11-25,WH-London,False,False
2010-12-03,23611,122.0,WH-North,2010-11-21,WH-North,False,False
2010-12-05,85040A,82.0,Main,2010-12-03,WH-London,False,False
2010-12-05,23440,,WH-North,2010-11-30,WH-North,False,True
2010-12-05,84675,14.0,Warehouse North,,WH-North,False,False
2010-12-05,21220,,WH-London ,2010-11-25,WH-London,False,True
2010-12-05,90161B,78.0,Main,2010-11-30,WH-London,False,False
2010-12-05,44092C,4.0,WH-London,2010-11-22,WH-London,False,False
2010-12-05,21865,40.0,WH_London,2010-11-21,WH-London,False,False
2010-12-05,84856S,13.0,WH-London,2010-12-02,WH-London,False,False
2010-12-05,47469,-35.0,WH-London ,2010-11-29,WH-London,True,False
2010-12-05,23140,13.0,,2010-11-28,UNKNOWN,False,False
2010-12-05,21830,53.0,WH-London,,WH-London,False,False
2010-12-05,16048,67.0,WH_London,2010-12-02,WH-London,False,False
2010-12-05,21135,40.0,Main,2010-12-03,WH-London,False,False
2010-12-05,21630,-91.0,WH-North,2010-11-28,WH-North,True,False
2010-12-05,81950B,80.0,Warehouse North,2010-11-28,WH-North,False,False
2010-12-05,22905,,Main,2010-12-01,WH-London,False,True
2010-12-05,90152A,42.0,Warehouse North,2010-11-26,WH-North,False,False
2010-12-05,22095,61.0,,2010-11-22,UNKNOWN,False,False
2010-12-05,85135A,49.0,Main,2010-12-02,WH-London,False,False
2010-12-05,72802C,7.0,WH_London,2010-12-01,WH-London,False,False
2010-12-05,21222,-41.0,Warehouse North,2010-11-26,WH-North,True,False
2010-12-05,21504,69.0,WH-London,2010-11-24,WH-London,False,False
2010-12-05,35819P,89.0,WH_London,2010-12-02,WH-London,False,False
2010-12-05,21368,78.0,,2010-12-01,UNKNOWN,False,False
2010-12-05,22908,60.0,,2010-12-03,UNKNOWN,False,False
2010-12-05,22960,93.0,,,UNKNOWN,False,False
2010-12-05,79163,,WH_London,2010-12-04,WH-London,False,True
2010-12-05,16011,47.0,Warehouse North,2010-12-03,WH-North,False,False
2010-12-05,21356,94.0,WH_London,2010-11-21,WH-London,False,False
2010-12-05,21188,71.0,Main,2010-11-23,WH-London,False,False
2010-12-05,85184C,89.0,Main,2010-12-04,WH-London,False,False
2010-12-05,20996,14.0,Main,2010-11-25,WH-London,False,False
2010-12-05,23611,24.0,Main,2010-12-04,WH-London,False,False
2010-12-05,22928,,WH-North,2010-11-30,WH-North,False,True
2010-12-05,82616C,55.0,WH-North,2010-11-25,WH-North,False,False
2010-12-05,84674,104.0,WH-London ,2010-11-26,WH-London,False,False
2010-12-05,82616B,15.0,WH-North,2010-12-04,WH-North,False,False
2010-12-05,84596J,77.0,,2010-11-29,UNKNOWN,False,False
2010-12-05,90071,,WH-London,2010-11-28,WH-London,False,True
2010-12-05,22248,113.0,WH-North,2010-11-28,WH-North,False,False
2010-12-05,21662,2.0,,2010-11-29,UNKNOWN,False,False
2010-12-05,20724,72.0,Warehouse North,2010-11-22,WH-North,False,False
2010-12-05,84660C,76.0,WH_London,,WH-London,False,False
2010-12-05,22030,68.0,WH-London ,2010-12-04,WH-London,False,False
2010-12-05,84559B,23.0,,2010-11-29,UNKNOWN,False,False
2010-12-05,22070,18.0,Main,2010-12-04,WH-London,False,False
2010-12-05,84631,88.0,WH-North,2010-12-05,WH-North,False,False
2010-12-05,17028J,81.0,WH-London ,2010-12-02,WH-London,False,False
2010-12-05,85231G,-81.0,WH-London ,2010-11-22,WH-London,True,False
2010-12-05,84789,84.0,WH-London ,2010-11-26,WH-London,False,False
2010-12-05,84715,-3.0,WH-London ,2010-11-27,WH-London,True,False
2010-12-05,90197B,3.0,,2010-12-03,UNKNOWN,False,False
2010-12-05,22415,-29.0,WH-London ,2010-12-05,WH-London,True,False
2010-12-05,22099,35.0,,2010-12-04,UNKNOWN,False,False
2010-12-05,21428,32.0,Main,2010-11-26,WH-London,False,False
2010-12-05,23518,58.0,WH-North,,WH-North,False,False
2010-12-05,81952B,83.0,WH-North,2010-11-25,WH-North,False,False
2010-12-05,90185B,41.0,Warehouse North,2010-11-29,WH-North,False,False
2010-12-05,20657,25.0,Warehouse North,,WH-North,False,False
2010-12-05,90082D,74.0,WH-London,2010-11-26,WH-London,False,False
2010-12-05,23093,41.0,WH_London,2010-11-26,WH-London,False,False
2010-12-05,84686,53.0,WH-North,2010-11-23,WH-North,False,False
2010-12-05,20677,40.0,,2010-11-27,UNKNOWN,False,False
2010-12-05,21348,60.0,Warehouse North,2010-11-29,WH-North,False,False
2010-12-05,16218,19.0,Warehouse North,2010-11-30,WH-North,False,False
2010-12-05,23535,71.0,WH_London,2010-11-25,WH-London,False,False
2010-12-05,37467,49.0,Main,,WH-London,False,False
2010-12-05,90025E,27.0,WH_London,2010-11-27,WH-London,False,False
2010-12-05,23692,-65.0,WH-North,2010-12-04,WH-North,True,False
2010-12-05,72225C,27.0,Main,2010-11-21,WH-London,False,False
2010-12-05,22210,28.0,WH-North,2010-12-04,WH-North,False,False
2010-12-05,84746,13.0,,2010-11-22,UNKNOWN,False,False
2010-12-05,22965,-1.0,WH_London,2010-12-01,WH-London,True,False
2010-12-05,22904,66.0,Main,2010-11-23,WH-London,False,False
2010-12-05,84989A,84.0,,2010-11-26,UNKNOWN,False,False
2010-12-05,90067B,36.0,WH_London,,WH-London,False,False
2010-12-05,22272,26.0,WH_London,2010-12-03,WH-London,False,False
2010-12-05,21265,-4.0,Warehouse North,,WH-North,True,False
2010-12-05,15036,-15.0,WH-London,2010-12-02,WH-London,True,False
2010-12-05,22923,71.0,WH-London ,2010-11-24,WH-London,False,False
2010-12-07,23189,-9.0,Main,2010-12-01,WH-London,True,False
2010-12-07,85163B,15.0,Warehouse North,2010-11-26,WH-North,False,False
2010-12-07,DCGSSBOY,58.0,WH-London ,,WH-London,False,False
2010-12-07,23068,52.0,WH-London ,2010-12-02,WH-London,False,False
2010-12-07,20702,59.0,,2010-12-04,UNKNOWN,False,False
2010-12-07,90161B,50.0,WH-London ,2010-11-25,WH-London,False,False
2010-12-07,20996,39.0,Main,2010-11-30,WH-London,False,False
2010-12-07,72802C,15.0,Warehouse North,2010-11-23,WH-North,False,False
2010-12-07,21009,30.0,WH-North,2010-11-27,WH-North,False,False
2010-12-07,37471,41.0,Warehouse North,2010-12-03,WH-North,False,False
2010-12-07,90143,-6.0,WH_London,2010-12-03,WH-London,True,False
2010-12-07,37424,,WH_London,2010-12-06,WH-London,False,True
2010-12-07,84674,38.0,WH-London,2010-11-29,WH-London,False,False
2010-12-07,84675,29.0,Main,2010-12-07,WH-London,False,False
2010-12-07,84631,39.0,,2010-11-28,UNKNOWN,False,False
2010-12-07,22575,70.0,WH-London,2010-11-25,WH-London,False,False
2010-12-07,21135,73.0,,,UNKNOWN,False,False
2010-12-07,90152A,,,2010-11-30,UNKNOWN,False,True
2010-12-07,85119,4.0,WH_London,2010-12-03,WH-London,False,False
2010-12-07,82616B,37.0,,2010-11-25,UNKNOWN,False,False
2010-12-07,23234,86.0,WH_London,,WH-London,False,False
2010-12-07,47590B,-2.0,,2010-11-23,UNKNOWN,True,False
2010-12-07,23547,14.0,WH-London,2010-12-05,WH-London,False,False
2010-12-07,16011,31.0,,2010-12-01,UNKNOWN,False,False
2010-12-07,20677,111.0,WH-London,2010-12-01,WH-London,False,False
2010-12-07,10133,20.0,WH-London ,2010-11-24,WH-London,False,False
2010-12-07,21484,82.0,WH-North,,WH-North,False,False
2010-12-07,23518,49.0,WH-London,2010-12-05,WH-London,False,False
2010-12-07,22087,15.0,Main,2010-12-04,WH-London,False,False
2010-12-07,90025E,133.0,WH_London,2010-12-06,WH-London,False,False
2010-12-07,21265,55.0,,2010-12-07,UNKNOWN,False,False
2010-12-07,47593A,61.0,WH-North,2010-12-01,WH-North,False,False
2010-12-07,22965,66.0,,2010-11-25,UNKNOWN,False,False
2010-12-07,22098,63.0,WH-London,2010-11-27,WH-London,False,False
2010-12-07,90065B,114.0,WH-North,2010-11-26,WH-North,False,False
2010-12-07,22070,103.0,WH-London ,2010-11-25,WH-London,False,False
2010-12-07,23085,22.0,WH-London ,2010-11-28,WH-London,False,False
2010-12-07,85186C,110.0,WH_London,2010-11-29,WH-London,False,False
2010-12-07,44092C,28.0,Main,2010-11-28,WH-London,False,False
2010-12-07,23090,59.0,,2010-12-02,UNKNOWN,False,False
2010-12-07,22483,6.0,Main,2010-12-06,WH-London,False,False
2010-12-07,47593B,81.0,WH_London,2010-11-29,WH-London,False,False
2010-12-07,22332,40.0,WH-London ,2010-11-23,WH-London,False,False
2010-12-07,22928,,WH-London,2010-12-02,WH-London,False,True
2010-12-07,23611,85.0,WH_London,2010-12-02,WH-London,False,False
2010-12-07,21188,93.0,,2010-12-05,UNKNOWN,False,False
2010-12-07,84686,94.0,Main,2010-11-24,WH-London,False,False
2010-12-07,85040A,4.0,Warehouse North,2010-11-23,WH-North,False,False
2010-12-07,84732B,-97.0,Main,2010-11-26,WH-London,True,False
2010-12-07,79071B,40.0,Main,2010-12-03,WH-London,False,False
2010-12-07,47469,111.0,,2010-11-30,UNKNOWN,False,False
2010-12-07,46000P,-68.0,Warehouse North,2010-12-07,WH-North,True,False
2010-12-07,23159,57.0,,2010-12-01,UNKNOWN,False,False
2010-12-07,22671,-50.0,WH-North,2010-11-27,WH-North,True,False
2010-12-07,20963,49.0,WH_London,,WH-London,False,False
2010-12-07,22156,29.0,WH-North,2010-12-01,WH-North,False,False
2010-12-07,22272,,Warehouse North,2010-12-03,WH-North,False,True
2010-12-07,84638,39.0,WH-London,2010-11-26,WH-London,False,False
2010-12-07,85184C,85.0,WH-North,2010-12-02,WH-North,False,False
2010-12-07,23458,8.0,WH_London,2010-12-05,WH-London,False,False
2010-12-07,21628,90.0,,2010-12-05,UNKNOWN,False,False
2010-12-07,21147,54.0,Main,2010-12-07,WH-London,False,False
2010-12-07,85230F,,WH-London ,2010-12-02,WH-London,False,True
2010-12-07,21080,74.0,Main,2010-12-03,WH-London,False,False
2010-12-07,22066,-77.0,WH_London,2010-11-25,WH-London,True,False
2010-12-07,22178,-50.0,WH_London,2010-12-02,WH-London,True,False
2010-12-07,15036,51.0,Warehouse North,2010-12-01,WH-North,False,False
2010-12-07,22904,76.0,,2010-11-23,UNKNOWN,False,False
2010-12-07,72225C,18.0,WH-London,2010-12-06,WH-London,False,False
2010-12-07,20724,14.0,WH-London ,2010-12-02,WH-London,False,False
2010-12-07,90001C,36.0,WH_London,2010-11-28,WH-London,False,False
2010-12-07,21670,58.0,Warehouse North,2010-12-07,WH-North,False,False
2010-12-07,23692,107.0,WH-North,2010-12-03,WH-North,False,False
2010-12-07,79190B,51.0,WH-London,,WH-London,False,False
2010-12-07,22882,110.0,Main,2010-12-05,WH-London,False,False
2010-12-07,82613C,65.0,WH-North,2010-11-30,WH-North,False,False
2010-12-07,21222,-36.0,Main,2010-12-02,WH-London,True,False
2010-12-07,22962,84.0,WH-North,2010-11-30,WH-North,False,False
2010-12-07,22923,42.0,Main,,WH-London,False,False
2010-12-07,90152C,57.0,WH_London,2010-12-04,WH-London,False,False
2010-12-09,16011,9.0,WH_London,2010-12-06,WH-London,False,False
2010-12-09,20966,4.0,WH_London,2010-12-05,WH-London,False,False
2010-12-09,21368,66.0,WH_London,2010-12-05,WH-London,False,False
2010-12-09,20756,83.0,,2010-11-30,UNKNOWN,False,False
2010-12-09,85040A,108.0,,2010-12-04,UNKNOWN,False,False
2010-12-09,22923,25.0,Main,2010-12-08,WH-London,False,False
2010-12-09,20974,-93.0,WH-North,2010-12-06,WH-North,True,False
2010-12-09,22156,89.0,,,UNKNOWN,False,False
2010-12-09,21188,35.0,,2010-12-02,UNKNOWN,False,False
2010-12-09,84804A,91.0,Warehouse North,2010-12-08,WH-North,False,False
2010-12-09,22289,78.0,Warehouse North,2010-12-06,WH-North,False,False
2010-12-09,22904,84.0,Main,2010-11-28,WH-London,False,False
2010-12-09,90082D,115.0,Warehouse North,2010-12-04,WH-North,False,False
2010-12-09,22483,83.0,WH-London ,2010-12-05,WH-London,False,False
2010-12-09,72225C,-14.0,WH-London,2010-12-03,WH-London,True,False
2010-12-09,23140,59.0,Main,2010-11-26,WH-London,False,False
2010-12-09,72807B,2.0,WH_London,2010-12-07,WH-London,False,False
2010-12-09,90185B,54.0,Warehouse North,2010-12-02,WH-North,False,False
2010-12-09,22228,-52.0,WH-North,2010-12-06,WH-North,True,False
2010-12-09,21630,32.0,WH-London,2010-11-30,WH-London,False,False
2010-12-09,17028J,19.0,Warehouse North,2010-12-09,WH-North,False,False
2010-12-09,84638,34.0,WH_London,2010-11-27,WH-London,False,False
2010-12-09,21683,,WH-London,2010-12-06,WH-London,False,True
2010-12-09,79071B,46.0,Warehouse North,2010-11-27,WH-North,False,False
2010-12-09,84675,53.0,WH-North,2010-12-08,WH-North,False,False
2010-12-09,90214N,67.0,WH_London,2010-12-04,WH-London,False,False
2010-12-09,21159,40.0,WH-London ,2010-12-01,WH-London,False,False
2010-12-09,22230,,WH-London,2010-12-04,WH-London,False,True
2010-12-09,20677,48.0,WH-London ,2010-12-01,WH-London,False,False
2010-12-09,72232,77.0,WH_London,2010-11-30,WH-London,False,False
2010-12-09,84856S,40.0,WH_London,2010-12-01,WH-London,False,False
2010-12-09,22084,132.0,WH_London,2010-12-09,WH-London,False,False
2010-12-09,22928,64.0,Warehouse North,2010-11-27,WH-North,False,False
2010-12-09,81952B,99.0,,,UNKNOWN,False,False
2010-12-09,72802C,29.0,Main,2010-11-30,WH-London,False,False
2010-12-09,84715,36.0,WH-North,2010-12-01,WH-North,False,False
2010-12-09,20724,42.0,Main,2010-11-26,WH-London,False,False
2010-12-09,90201C,,,2010-12-09,UNKNOWN,False,True
2010-12-09,82616C,43.0,Warehouse North,2010-12-03,WH-North,False,False
2010-12-09,79163,25.0,Warehouse North,2010-11-28,WH-North,False,False
2010-12-09,15044B,89.0,WH-North,2010-12-04,WH-North,False,False
2010-12-09,85135A,51.0,Warehouse North,2010-12-07,WH-North,False,False
2010-12-09,47593B,43.0,WH-North,2010-11-27,WH-North,False,False
2010-12-09,90067B,31.0,Main,2010-11-30,WH-London,False,False
2010-12-09,84872A,64.0,WH_London,2010-12-06,WH-London,False,False
2010-12-09,85163B,81.0,Main,2010-12-06,WH-London,False,False
2010-12-09,84686,73.0,Warehouse North,2010-11-25,WH-North,False,False
2010-12-09,21504,35.0,WH_London,2010-11-29,WH-London,False,False
2010-12-09,22962,20.0,Warehouse North,2010-11-27,WH-North,False,False
2010-12-09,23619,-70.0,WH_London,2010-12-08,WH-London,True,False
2010-12-09,72800F,21.0,WH_London,2010-12-06,WH-London,False,False
2010-12-09,23068,38.0,WH-North,2010-12-07,WH-North,False,False
2010-12-09,47469,48.0,WH-London ,2010-11-29,WH-London,False,False
2010-12-09,84732B,41.0,WH-London ,,WH-London,False,False
2010-12-09,90143,134.0,WH-London,2010-12-07,WH-London,False,False
2010-12-09,21222,-64.0,WH-London ,2010-11-25,WH-London,True,False
2010-12-09,90065B,12.0,,2010-12-05,UNKNOWN,False,False
2010-12-09,23057,69.0,Main,,WH-London,False,False
2010-12-09,21265,61.0,,2010-12-09,UNKNOWN,False,False
2010-12-09,84746,18.0,Main,2010-11-25,WH-London,False,False
2010-12-09,22908,-58.0,Main,2010-11-25,WH-London,True,False
2010-12-09,16048,65.0,WH_London,2010-12-09,WH-London,False,False
2010-12-09,22185,80.0,WH_London,2010-11-29,WH-London,False,False
2010-12-09,23483,-3.0,WH-London ,2010-12-02,WH-London,True,False
2010-12-09,84805B,69.0,WH_London,2010-12-02,WH-London,False,False
2010-12-09,90025E,92.0,WH-London,2010-11-27,WH-London,False,False
2010-12-09,23342,106.0,WH-London ,2010-11-26,WH-London,False,False
2010-12-09,21220,13.0,Warehouse North,2010-12-08,WH-North,False,False
2010-12-09,21216,45.0,WH-London ,2010-11-25,WH-London,False,False
2010-12-09,23093,48.0,WH-London ,2010-12-05,WH-London,False,False
2010-12-09,22470,70.0,,2010-12-05,UNKNOWN,False,False
2010-12-09,23204,45.0,WH-London,2010-12-02,WH-London,False,False
2010-12-09,10133,28.0,WH-North,2010-11-25,WH-North,False,False
2010-12-09,21735,56.0,WH-London,2010-12-05,WH-London,False,False
2010-12-09,21662,39.0,WH-London ,2010-12-02,WH-London,False,False
2010-12-09,21628,66.0,Warehouse North,2010-11-25,WH-North,False,False
2010-12-09,81950B,25.0,,2010-11-27,UNKNOWN,False,False
2010-12-09,82616B,19.0,Main,2010-12-01,WH-London,False,False
2010-12-09,22637,89.0,WH-London,2010-12-08,WH-London,False,False
2010-12-09,37444C,-118.0,WH-North,2010-12-01,WH-North,True,False
